imie	nazwisko	pesel	email	odpowiedzialny	
Sławomira	Kozubska	89102954466	kozubska@onet.pl	92362964	
Hanna	Szczęsny	89103181144	szczesny1@wp.pl	28475492	
Ernesta	Lasocka	89110673944	lasocka@buziaczek.pl	68196496	
Krzysztof	Strzyżewski	89110751899	k.strzyzewski@gmail.com	58403523	
Pachomiusz	Lewsza	89111350950	p.lewsza@gmail.com	99691903	
Lucjana	Gąsiorowska	89111351968	gasiorowska1@amorek.com.pl	49688310	
Pankracy	Wojciechowski	89111369372	p.wojciechowski@amorek.com.pl	93948623	
Seweryna	Gawryś	89112005460	gawrys1@gmail.com	32362750	
Herakles	Mrozowski	89112301719	h.mrozowski@wp.pl	70445920	
Jokasta	Waśkowicz	89112939107	waskowicz@amorek.com.pl	42512011	
Amalia	Mackiewicz	89120218784	mackiewicz1@amorek.com.pl	16947107	
Mieczysław	Kozłowski	89120275895	m.kozlowski@buziaczek.pl	2607604	
Samir	Tyszka	89120728553	tyszka11@amorek.com.pl	38154811	
Liwia	Smolik	89120862365	smolik1@o2.pl	37151357	
Mamert	Kołłątaj	89120955157	m.kollataj@gmail.com	56614387	
Hadriana	Różycka	89120955942	rozycka1@gmail.com	33965715	
Ola	Wolny	89121190386	o.wolny@wp.pl	41479150	
Żytomir	Tasior	89121342332	z.tasior@wp.pl	34461805	
Cinosława	Franczak	89121887884	franczak@buziaczek.pl	67378008	
Jerzy	Wysocki	89122045753	wysocki@gmail.com	86807802	
Celestyna	Gabrowska	89122389064	c.gabrowska@amorek.com.pl	26576701	
Radmiła	Środa	89122494007	r.sroda@wp.pl	2053150	
Aleksy	Peretjatkowicz	89122709877	peretjatkowicz1@onet.pl	39456764	
Gotszalk	Rymkiewicz	90010362171	g.rymkiewicz@gmail.com	50441893	
Radomira	Maniura	90010539685	maniura@o2.pl	66077221	
Przemysł	Żyborski	90010562151	p.zyborski@wp.pl	75827215	
Danisław	Katlewicz	90010746573	d.katlewicz@gmail.com	3997726	
Farida	Krauze	90010978301	f.krauze@onet.pl	38077038	
Albin	Białecki	90011171413	bialecki@gmail.com	73450802	
Adrianna	Rzepecka	90011286203	a.rzepecka@amorek.com.pl	63516691	
Mina	Pietrzak	90011819702	pietrzak@wp.pl	17709950	
Fabian	Drewnowicz	90012402475	drewnowicz@amorek.com.pl	99082131	
Sara	Kokoszka	90012866284	s.kokoszka@wp.pl	10167627	
Brunhilda	Masny	90020296888	b.masny@o2.pl	24186196	
Antoni	Korzeniak	90020658633	a.korzeniak@gmail.com	95586528	
Ewelina	Ostrowska	90020735563	ostrowska@onet.pl	43911316	
Anastazy	Szczepanik	90021442233	a.szczepanik@buziaczek.pl	41731482	
Apollina	Śmiałkowska	90021442561	a.smialkowska@o2.pl	94398733	
Serafina	Przyboś	90021642145	przybos@buziaczek.pl	11230743	
Janina	Marcinkowska	90021831862	j.marcinkowska@amorek.com.pl	51428084	
Hubertyna	Drewnowicz	90021873026	drewnowicz@onet.pl	28439746	
Barabasz	Wszelaki	90021983675	b.wszelaki@wp.pl	24264952	
Daria	Pawlikowska	90022195383	d.pawlikowska@gmail.com	42077673	
Karyna	Wiesiołowska	90022754443	wiesiolowska@o2.pl	34584870	
Eryka	Dołęga-Zakrzewska	90022858260	e.dolega-zakrzewska@wp.pl	47526529	
Lilianna	Piskorska	90030220004	l.piskorska@onet.pl	5412484	
Marek	Panuś	90030367536	m.panus@wp.pl	59937203	
Rebeka	Skubiszyńska	90031011007	r.skubiszynska@buziaczek.pl	31451323	
Ezaw	Siczek	90031186178	siczek@wp.pl	67414025	
Konstancja	Porowska	90031914683	porowska@buziaczek.pl	99411611	
Anna	Dancewicz	90031994069	a.dancewicz@o2.pl	42298667	
Radosław	Dąbrowski	90041222334	dabrowski@wp.pl	69283782	
Dymitr	Lenkiewicz-Ipohorski	90041606316	lenkiewicz-ipohorski@amorek.com.pl	15566227	
Orian	Wesołowski	90041694137	wesolowski@amorek.com.pl	6482805	
Oktawiusz	Ignatowicz	90041747378	o.ignatowicz@gmail.com	99813254	
Sobiesław	Betlej	90041942438	betlej@onet.pl	24939282	
Marietta	Michałowska	90042050381	michalowska@buziaczek.pl	92814417	
Bolesława	Karpińska	90042289468	b.karpinska@gmail.com	56445249	
Eleonora	Kołodziejska	90042464706	e.kolodziejska@amorek.com.pl	61311667	
Teofil	Wilczyński	90042770751	t.wilczynski@wp.pl	67988426	
Olgierd	Tomankiewicz	90050142830	tomankiewicz1@gmail.com	21416790	
Dargomira	Kopiczko	90050164685	kopiczko@onet.pl	9872453	
Eryk	Kijowski	90051010695	e.kijowski@onet.pl	88755338	
Sulisław	Szojda	90051137831	s.szojda@gmail.com	61172097	
Alfreda	Hernik	90051954700	a.hernik@onet.pl	35294317	
Rafaela	Swoszowska	90052158745	swoszowska@o2.pl	11641758	
Subisław	Kozubek	90052261694	kozubek@gmail.com	82339664	
Telimena	Pilarz	90052576402	t.pilarz@amorek.com.pl	3376637	
Mira	Tarkowska	90060129184	tarkowska@buziaczek.pl	52352523	
Kwiatosława	Perlicka	90060864968	k.perlicka@onet.pl	51971250	
Celestyn	Szabelski	90061229432	c.szabelski@gmail.com	75322417	
Gniewomir	Netkowski	90061681317	netkowski1@gmail.com	84723596	
Dżamila	Bakuła	90061814580	d.bakula@buziaczek.pl	94713626	
Benon	Odrzywolski	90062287376	b.odrzywolski@gmail.com	12099256	
Korneli	Dębicki	90062996636	k.debicki@buziaczek.pl	3986536	
Natasza	Dąbkowska	90063067580	dabkowska@amorek.com.pl	46416758	
Roch	Krzyżanowski	90070514970	krzyzanowski@gmail.com	84842775	
Łagoda	Wilkoszewska	90070526562	wilkoszewska@wp.pl	66150236	
Łucja	Grabińska	90071429802	grabinska@gmail.com	82849361	
Izaura	Wyrwa	90071681387	wyrwa@gmail.com	96236501	
Bogusz	Tarkowski	90072915755	tarkowski@amorek.com.pl	85910501	
Zenon	Zambrzycki	90081713997	zambrzycki@amorek.com.pl	80652196	
Natan	Pawełek	90081800653	pawelek1@wp.pl	55928193	
Angelina	Wilkoszewska	90081922344	wilkoszewska@buziaczek.pl	23865134	
Ronald	Strzoda	90082222238	strzoda@amorek.com.pl	34260414	
Hugon	Śmiarowski	90082282496	h.smiarowski@wp.pl	3106423	
Ludomir	Dąbkowski	90082602391	l.dabkowski@buziaczek.pl	7365801	
Bonifacy	Sławęta	90082644395	slaweta@o2.pl	15178111	
Dżesika	Adamkiewicz	90082653786	d.adamkiewicz@o2.pl	92923854	
Stoisława	Paluszkiewicz	90082914663	paluszkiewicz@gmail.com	52422998	
Ira	Żurek	90083154804	zurek@wp.pl	31787627	
Hortensja	Czachor	90090113904	h.czachor@onet.pl	62087736	
Ewaryst	Słaby	90090452777	e.slaby@wp.pl	88889985	
Kanimir	Borowski	90090856519	borowski@gmail.com	29389694	
Wahid	Jarczyński	90091673234	jarczynski@onet.pl	73612575	
August	Romatowski	90091847639	a.romatowski@o2.pl	64050791	
Lucjan	Wielowieyski	90092826235	l.wielowieyski@wp.pl	90385444	
Kwiatosława	Grochowska	90093027222	grochowska@gmail.com	20394817	
Walery	Łazarczyk	90100133171	w.lazarczyk@gmail.com	34554705	
Salomon	Tatarkiewicz	90101949953	s.tatarkiewicz@gmail.com	75272755	
Klotylda	Sienkiewicz	90101985128	k.sienkiewicz@amorek.com.pl	15946946	
Marcelina	Walewska	90102140605	walewska@gmail.com	36480666	
Miłowit	Królicki	90102559056	m.krolicki@gmail.com	39138774	
Stela	Malińska	90102766203	malinska@wp.pl	50266370	
Herakliusz	Boguszewski	90103007756	h.boguszewski@onet.pl	22560330	
Elena	Wruk	90110940024	e.wruk@o2.pl	1543536	
Anioł	Gałczyński	90111369811	galczynski@amorek.com.pl	31564570	
Bolesława	Gutowska	90111625007	b.gutowska@buziaczek.pl	73679288	
Kochan	Świniarski	90111679099	swiniarski@buziaczek.pl	38077038	
Kalina	Szymczyk	90111959728	k.szymczyk@gmail.com	85422250	
Natalia	Iwańska	90112151204	iwanska@gmail.com	10067628	
Fryderyka	Waszkiewicz	90120751285	f.waszkiewicz@onet.pl	17709950	
Bronisława	Pazura	90121854703	pazura@wp.pl	45448732	
Darwit	Dziadosz	90123144495	dziadosz@amorek.com.pl	64472905	
Elżbieta	Perepeczko	91010104727	e.perepeczko@buziaczek.pl	95050439	
Filip	Jabłkowski	91010118854	jablkowski@amorek.com.pl	54402663	
Wilhelm	Budlewski	91010182293	budlewski1@wp.pl	80658620	
Jagna	Pajzderska	91010319620	pajzderska@amorek.com.pl	80024771	
Rufus	Jabłoński	91010522392	r.jablonski@onet.pl	44170058	
Mina	Bodurka	91010578546	m.bodurka@buziaczek.pl	65652636	
Aneta	Kraszewska	91010622627	a.kraszewska@buziaczek.pl	23143431	
Manuel	Szwedowski	91010753990	m.szwedowski@wp.pl	79254743	
Myślimir	Praga	91011629012	praga@amorek.com.pl	46511498	
Leonard	Kołłątaj	91011677879	kollataj@gmail.com	8554692	
Konstantyn	Dąbek	91011878973	k.dabek@onet.pl	88889985	
Hermenegilda	Ekielska	91012476422	h.ekielska@amorek.com.pl	19021739	
Huberta	Piętka	91012788589	pietka@o2.pl	81234348	
Gniewomira	Umińska	91012923924	g.uminska@onet.pl	94840363	
Makary	Wojnar	91020214094	wojnar@buziaczek.pl	41494658	
Adnan	Wilk	91020390657	a.wilk@gmail.com	14741355	
Ronald	Wierzbowski	91020467959	r.wierzbowski@amorek.com.pl	85574506	
Arletta	Krupińska	91021322749	krupinska@amorek.com.pl	52507188	
Teodozja	Bielicka	91021374920	t.bielicka@wp.pl	91597406	
Kryspin	Radwańska	91021567337	k.radwanska@gmail.com	45476290	
Aleksa	Patek	91022304300	patek@onet.pl	7053012	
Halszka	Morawska	91022562065	h.morawska@buziaczek.pl	73450802	
Marian	Raniszewski	91022804190	raniszewski@gmail.com	47914155	
Leo	Przypkowski	91022861997	przypkowski@buziaczek.pl	62301837	
Leokadia	Gawkowska	91030134742	gawkowska@buziaczek.pl	16576012	
Ewelina	Karaś	91030230202	karas1@gmail.com	14027139	
Chociemira	Weryszko	91030324569	c.weryszko@wp.pl	31744871	
Bolesław	Domagalski	91031140498	b.domagalski@o2.pl	10437346	
Waryn	Kaja	91031471352	kaja@amorek.com.pl	81999332	
Maurycjusz	Różewicz	91031924638	rozewicz@wp.pl	60371829	
Husajn	Śmiałkowski	91032056758	h.smialkowski@amorek.com.pl	69657648	
Rafał	Imieliński	91032424717	imielinski11@o2.pl	87525596	
Dalia	Fornalska	91033023281	fornalska@amorek.com.pl	31351148	
Astryda	Paruch	91033145347	paruch@o2.pl	6834189	
Zachariasz	Kamieński	91041231630	z.kamienski@amorek.com.pl	31860911	
Marcel	Ignatowicz	91041248715	ignatowicz1@buziaczek.pl	86924339	
Sędomira	Pietraszek	91041331989	pietraszek1@buziaczek.pl	21967897	
Tarik	Betliński	91041419018	betlinski@onet.pl	6794064	
Ewald	Gawryś	91041646759	e.gawrys@gmail.com	48132232	
Roland	Meysztowicz	91042084213	meysztowicz@o2.pl	48119301	
Hektor	Arctowski	91042388270	h.arctowski@wp.pl	33014945	
Nikodema	Oborska	91042545644	oborska1@onet.pl	16324049	
Bogdał	Narkiewicz	91042563853	narkiewicz@o2.pl	89970875	
Leszek	Wójcik	91043083532	wojcik@wp.pl	41494658	
Brunon	Gawryś	91050598553	b.gawrys@buziaczek.pl	55055373	
Wenancjusz	Schutt	91050765012	schutt1@buziaczek.pl	32215441	
Kama	Szołtysek	91050765388	k.szoltysek@buziaczek.pl	37621144	
Miłorad	Niemiec	91050920934	niemiec@onet.pl	76069487	
Rozwita	Kurtyka	91050977882	kurtyka@onet.pl	29408086	
Telesfor	Nisau	91051046536	nisau@buziaczek.pl	99372540	
Rafał	Żurawicki	91051194215	r.zurawicki@o2.pl	41018317	
Larysa	Płaczek	91051490601	placzek111@amorek.com.pl	64472905	
Karola	Panuś	91051909103	k.panus@amorek.com.pl	74188186	
Delinda	Romatowska	91051912246	romatowska@amorek.com.pl	60376141	
Rafał	Obrębski	91051939997	r.obrebski@onet.pl	40605711	
Dacjusz	Topolski	91052367717	topolski1@gmail.com	12087598	
Tessa	Niemojowska	91052602548	t.niemojowska@gmail.com	20394817	
Tomiła	Panowicz	91052661989	t.panowicz@onet.pl	98928975	
Estella	Ekielska	91053137607	e.ekielska@gmail.com	13355304	
Andrzej	Borowski	91060304696	a.borowski@gmail.com	10191488	
Aaron	Grocholski	91061775879	a.grocholski@wp.pl	56431549	
Kasandra	Panasewicz	91062081267	k.panasewicz@onet.pl	29351773	
Gabriel	Towarnicki	91062110910	towarnicki@buziaczek.pl	76117125	
Sabina	Pietrzak	91062201120	s.pietrzak@o2.pl	96335150	
Ingryda	Ramotowska	91062621049	i.ramotowska@buziaczek.pl	75061304	
Arnold	Majerski	91062758714	majerski@onet.pl	53134868	
Mirosz	Szlawski	91062866217	m.szlawski@gmail.com	55229513	
Tymon	Krauze	91063098051	t.krauze@onet.pl	86132268	
Ola	Syrewicz	91070374247	syrewicz@onet.pl	46511498	
Gloria	Jachimowicz	91070702020	jachimowicz@gmail.com	70445920	
Hugo	Gnoiński	91072293410	gnoinski@gmail.com	23406838	
Fryc	Wachowicz	91072718416	wachowicz@o2.pl	49022642	
Salomea	Ochocka	91072807402	ochocka@wp.pl	56711321	
Milena	Waliszewska	91073147046	waliszewska@o2.pl	60337038	
Mirołada	Budlewska	91080109583	m.budlewska@onet.pl	73450802	
Abel	Zagumny	91080693459	zagumny1@onet.pl	5471055	
Sylwana	Adamowicz	91080970604	s.adamowicz@gmail.com	28101136	
Miłorad	Imieliński	91080970819	imielinski@o2.pl	20316602	
Kastor	Mackiewicz	91081494370	k.mackiewicz@amorek.com.pl	12505458	
Bartłomieja	Wisowaty	91081516627	b.wisowaty@wp.pl	7539419	
Teobald	Moskal	91081992557	t.moskal@onet.pl	35897261	
Walenty	Urbaniak	91082153054	urbaniak@wp.pl	95124793	
Liliana	Wójtowicz	91082272926	wojtowicz@buziaczek.pl	76360451	
Efraim	Czech	91082284976	czech@buziaczek.pl	52930130	
Jasława	Parandowska	91082909020	j.parandowska@amorek.com.pl	95458298	
Semira	Matuszkiewicz	91083094646	s.matuszkiewicz@amorek.com.pl	40343104	
Kasandra	Arciszewska	91090185645	k.arciszewska@onet.pl	71731021	
Otto	Walicki	91091206075	walicki@buziaczek.pl	99068151	
Machut	Moraczewski	91091481337	m.moraczewski@amorek.com.pl	1302815	
Tulimir	Czech	91091520137	czech@onet.pl	62743459	
Iwona	Różewicz	91091632962	rozewicz@o2.pl	54086560	
Grzymisława	Sienkiewicz	91091741220	sienkiewicz1@buziaczek.pl	16438570	
Filomena	Drewnowicz	91091883726	drewnowicz@wp.pl	19432540	
Krzesimir	Chuchrowski	91091915878	k.chuchrowski@amorek.com.pl	41242419	
Patrycjusz	Aleksandrowicz	91092489273	aleksandrowicz@wp.pl	17195076	
Amina	Suchorowska	91092577343	suchorowska@buziaczek.pl	20442396	
Juliana	Sutowicz	91092915761	sutowicz1@wp.pl	7199720	
Justyn	Giergielewicz	91092974270	j.giergielewicz@onet.pl	76768693	
Blanka	Odrzywolska	91100139129	b.odrzywolska@onet.pl	44689556	
Fryderyk	Waglewski	91100236390	waglewski@o2.pl	13676880	
Salomea	Rafalska	91101486442	s.rafalska@onet.pl	91681920	
Hermenegilda	Gałczyńska	91101556587	h.galczynska@buziaczek.pl	68827380	
Antonia	Stępkowska	91102145409	a.stepkowska@buziaczek.pl	57879146	
Cyryla	Słomka	91102841084	c.slomka@o2.pl	25619323	
Stanisława	Topolska	91103143406	s.topolska@o2.pl	88823491	
Kryspin	Płaczek	91110521295	placzek1@amorek.com.pl	98814446	
Albina	Myśliwiec	91110665021	a.mysliwiec@gmail.com	49129463	
Mirka	Pazderska	91111156245	m.pazderska@o2.pl	58866191	
Halina	Paszek	91111420623	h.paszek@wp.pl	73037454	
Bonifacy	Damboń	91111811278	b.dambon@buziaczek.pl	7539419	
Bogumił	Tarnowski	91111949333	b.tarnowski@buziaczek.pl	76360451	
Izydor	Przewalski	91121010357	przewalski@o2.pl	5532979	
Idzi	Kopiczko	91121482532	i.kopiczko@onet.pl	77740744	
Antonin	Stenka	91121865179	stenka1@gmail.com	88725265	
Izolda	Krakowiak	91122475463	i.krakowiak@gmail.com	45599952	
Makryn	Pilarz	91122567179	m.pilarz@wp.pl	61678911	
Medard	Kucharski	91122602517	kucharski@gmail.com	30480025	
Julisława	Olechnowicz	91122699320	j.olechnowicz@o2.pl	86424522	
Oktawia	Baj	91122764668	o.baj@o2.pl	19406605	
Radowit	Swoszowski	91123121912	r.swoszowski@o2.pl	11524571	
Renat	Czyszek	91123156336	r.czyszek@onet.pl	56864466	
Najmiła	Pajewska	92010288200	n.pajewska@amorek.com.pl	78873838	
Mirella	Ochab	92010447546	ochab@o2.pl	6192588	
Joanna	Rusek	92010605164	rusek@onet.pl	15921090	
Letycja	Lewińska	92011188769	l.lewinska@onet.pl	52817391	
Hestia	Szpanowska	92011366949	szpanowska@buziaczek.pl	31560781	
Lilianna	Borawska	92011752469	l.borawska@amorek.com.pl	3821479	
Lilia	Sieradzki	92012286961	l.sieradzki@buziaczek.pl	31744871	
Sambor	Klimczuk	92013135479	s.klimczuk@amorek.com.pl	45748447	
Eunika	Lenkiewicz-Ipohorska	92013143081	e.lenkiewicz-ipohorska@amorek.com.pl	59475785	
Rozamunda	Sito	92020291245	sito@amorek.com.pl	41362977	
Famian	Zawada	92020939473	zawada@o2.pl	56614387	
Mamert	Hamerski	92021193935	hamerski@onet.pl	146271	
Lubomir	Stenka	92021311834	stenka@gmail.com	25533080	
Rajmunda	Kownacka	92022188028	r.kownacka@gmail.com	95458298	
Sylwana	Frykowska	92022208922	frykowska@wp.pl	69119460	
Deresa	Żochowska	92022386549	zochowska1@amorek.com.pl	23075183	
Achilles	Unrug	92022652516	a.unrug@o2.pl	99254217	
Pachomiusz	Krasiński	92022802157	krasinski@o2.pl	40128681	
Gerwazy	Kozubowski	92030296357	g.kozubowski@gmail.com	9970901	
Leszek	Dziurawiec	92030336394	dziurawiec@wp.pl	85161777	
Żytomir	Żochowski	92030612296	z.zochowski@buziaczek.pl	45632774	
Szczepan	Jank	92031012859	s.jank@o2.pl	9061129	
Benigna	Rudnicka	92031152087	b.rudnicka@gmail.com	25194811	
Leokadia	Płaczek	92032338806	placzek1@o2.pl	33283280	
Fatima	Pohorecka	92032702540	f.pohorecka@onet.pl	32620034	
Aniela	Kamieńska	92033055081	a.kamienska@o2.pl	6590865	
Mamert	Giergielewicz	92041029911	giergielewicz@wp.pl	92822724	
Ryta	Pawełkiewicz	92041306180	r.pawelkiewicz@amorek.com.pl	30528202	
Teodor	Moraczewski	92041601575	moraczewski@buziaczek.pl	72897763	
Mojmierz	Majerski	92041783318	m.majerski@o2.pl	43025457	
Fryderyk	Ramotowski	92042059452	ramotowski@amorek.com.pl	88874583	
Świętomira	Karaś	92042089826	s.karas@o2.pl	99294385	
Jeremi	Adamkiewicz	92042130058	adamkiewicz1@amorek.com.pl	34387579	
Oriana	Bizoń	92042449983	bizon@wp.pl	79956740	
Mateusz	Grochowski	92042457359	m.grochowski@buziaczek.pl	30914353	
Alberta	Rafalska	92042507023	rafalska@gmail.com	69282692	
Bogdana	Gardocka	92042863288	b.gardocka@o2.pl	68581140	
Remigiusz	Hermanowicz	92043081650	hermanowicz1@gmail.com	66294616	
Agrypin	Kłosowski	92050426178	a.klosowski@buziaczek.pl	35054537	
Gniewosz	Stenka	92050764773	g.stenka@buziaczek.pl	11153350	
Rafaela	Przeździecka	92050949929	r.przezdziecka@amorek.com.pl	7800388	
Dalmira	Domagalska	92051246766	d.domagalska@o2.pl	60376141	
Dobiesław	Okulski	92051749573	okulski@buziaczek.pl	76869769	
Patrycjusz	Żądło	92051917231	zadlo@buziaczek.pl	4274361	
Dorota	Pazińska	92052207702	pazinska1@o2.pl	31152485	
Lew	Romanowicz	92052339458	romanowicz@wp.pl	64193619	
Lila	Dobiecka	92053147263	l.dobiecka@onet.pl	40144580	
Hermana	Lewsza	92053151307	h.lewsza@buziaczek.pl	48951545	
Edward	Leśniewski	92060711493	lesniewski@buziaczek.pl	65599060	
Lew	Hermanowicz	92060818572	l.hermanowicz@wp.pl	72692883	
Grzymisława	Błaszczykowska	92060845769	blaszczykowska@buziaczek.pl	28439493	
Hektor	Śliwiński	92061209591	h.sliwinski@onet.pl	77066167	
Zenobiusz	Pałaszewski	92061718291	z.palaszewski@o2.pl	58501109	
Kajfasz	Szajda	92061935076	k.szajda@amorek.com.pl	82339664	
Aron	Bura	92062372072	a.bura@gmail.com	3376637	
Chwalibóg	Paszkowicz	92062727957	c.paszkowicz@o2.pl	52304943	
Mieczysław	Wodziński	92062890637	m.wodzinski@amorek.com.pl	81688373	
Modest	Frankowski	92070113050	frankowski@amorek.com.pl	22972786	
Ziemowit	Szajna	92070537676	z.szajna@buziaczek.pl	12078354	
Lubogost	Ostrowski	92070648516	l.ostrowski@amorek.com.pl	97686540	
Fortunat	Wawrzyniak	92070701354	f.wawrzyniak@gmail.com	49950420	
Lubosław	Fikus	92070816670	l.fikus@buziaczek.pl	50657015	
Dżan	Grodzicki	92070957830	d.grodzicki@amorek.com.pl	88530746	
Martyna	Kokoszka	92071130960	m.kokoszka@onet.pl	54065091	
Jur	Malak	92072316338	malak@o2.pl	40849551	
Anetta	Lutosławska	92072460785	lutoslawska@buziaczek.pl	56614387	
Jagoda	Frątczak	92073000863	fratczak@wp.pl	71534669	
Luborada	Tomankiewicz	92073183942	l.tomankiewicz@amorek.com.pl	86162015	
Justynian	Bakuła	92080927870	bakula@gmail.com	6176519	
Przedpełk	Suchorowski	92081154992	p.suchorowski@gmail.com	47930594	
Elwira	Jastrzębska	92081243667	jastrzebska@wp.pl	66391326	
Aurora	Wilk	92081931326	wilk@buziaczek.pl	95732363	
Dżamil	Cichy	92090250553	d.cichy@onet.pl	99657981	
Zbigniew	Malak	92090378059	malak11@buziaczek.pl	94081707	
Klaudyna	Dobrzańska	92090741303	dobrzanska1@wp.pl	28643042	
Monika	Pazińska	92091139008	pazinska@onet.pl	99411611	
Kamil	Czech	92091161870	czech1@onet.pl	10018518	
Dalia	Strzoda	92091325142	d.strzoda@o2.pl	72274328	
Idzi	Pawlicki	92091903719	i.pawlicki@o2.pl	36389494	
Aurelian	Ryś	92092582232	a.rys@buziaczek.pl	45432210	
Daromiła	Drzewiecka	92100586409	d.drzewiecka@amorek.com.pl	15313193	
Justyn	Dobrzański	92100698098	j.dobrzanski@gmail.com	47257844	
Petra	Tuchlin	92101149227	tuchlin@wp.pl	35108435	
Łucja	Szostak	92102493325	l.szostak@buziaczek.pl	50087177	
Sulisław	Janicki	92102608419	janicki@gmail.com	34509631	
Beata	Wnorowska	92102679442	wnorowska@wp.pl	48132232	
Ignacy	Borawski	92102685519	i.borawski@onet.pl	11847227	
Kastor	Śmiałowski	92110808133	k.smialowski@o2.pl	94398733	
Mirod	Dobrzyński	92110893395	dobrzynski@wp.pl	97100199	
Omar	Sadowski	92111957690	sadowski@wp.pl	106189	
Lubogost	Walewski	92112003574	l.walewski@gmail.com	25846662	
Dorota	Roguska	92112423363	d.roguska@onet.pl	73612575	
Jacenty	Kaczorowska	92113023296	kaczorowska@gmail.com	31816981	
Kasper	Leśków	92120475233	leskow@gmail.com	57804915	
Krystian	Szczawiński	92120519632	szczawinski@onet.pl	34438494	
Samara	Malak	92120542900	malak1@buziaczek.pl	31856667	
Omar	Jurczyk	92120574857	o.jurczyk@wp.pl	76101388	
Alana	Leśniewska	92120738044	a.lesniewska@o2.pl	22767187	
Olga	Zarzecka	92121062788	zarzecka@buziaczek.pl	10915258	
Ezechiel	Malak	92121263530	malak@buziaczek.pl	2053150	
Norman	Tarczyński	92121619751	tarczynski@wp.pl	21336135	
Nestor	Pietrzak	92122503693	pietrzak@onet.pl	29227504	
Aleksja	Chomicka	92122757962	chomicka@gmail.com	44170058	
Leszek	Sytek	92122984412	sytek@o2.pl	68182005	
Mirołada	Wilkoszewska	92123131448	m.wilkoszewska@gmail.com	48951545	
Damazy	Wasiak	93010301838	d.wasiak@o2.pl	33195026	
Tabita	Słaby	93011064400	slaby@amorek.com.pl	16180340	
Ireneusz	Magierowski	93011656210	magierowski@amorek.com.pl	44165569	
Serafin	Kreczmar	93011759432	kreczmar@amorek.com.pl	41171480	
Cecylian	Paruch	93012769472	paruch1@o2.pl	8932448	
Leonora	Popek	93013193021	popek@o2.pl	24939282	
Polmira	Żukowska	93020296063	zukowska@gmail.com	91085	
Tomisława	Danielak	93020623166	danielak@buziaczek.pl	88739250	
Dżesika	Giergielewicz	93020777285	giergielewicz@gmail.com	87055040	
Dyzma	Jagałła	93020916464	d.jagalla@gmail.com	86162015	
Świętomir	Tomankiewicz	93021386295	s.tomankiewicz@gmail.com	90303737	
Agrypin	Bury	93021612215	a.bury@onet.pl	5367545	
Fera	Nowacka	93021625921	f.nowacka@o2.pl	66262642	
Hadrian	Zaremba	93022879992	h.zaremba@buziaczek.pl	98396791	
Oktawiusz	Maliński	93030502354	o.malinski@o2.pl	52422998	
Kaja	Żakowska	93032294145	k.zakowska@onet.pl	93042028	
Greta	Chlebek	93032489820	chlebek@o2.pl	82570749	
Dymitr	Malak	93040204493	malak@gmail.com	6832633	
Greta	Wilk	93040486622	wilk@onet.pl	55709848	
Lubosław	Cieśla	93040736499	ciesla@buziaczek.pl	66770088	
Honorat	Zatorski	93041719839	h.zatorski@gmail.com	76935345	
Róża	Zajączkowska	93042227568	zajaczkowska@onet.pl	30440560	
Florian	Krawczyk	93042277037	krawczyk@amorek.com.pl	96069231	
Marzanna	Zielińska	93042518321	m.zielinska@gmail.com	96273945	
Dzwonimierz	Paprocki	93042738437	paprocki@buziaczek.pl	9145593	
Daria	Święcicka	93042811622	d.swiecicka@wp.pl	24939282	
Mirabela	Abakanowicz	93050163029	m.abakanowicz@buziaczek.pl	86190383	
Wirginiusz	Kurtyka	93050489855	kurtyka@wp.pl	71737360	
Pabiana	Waligórska	93050592780	p.waligorska@o2.pl	94895669	
Monika	Świniarska	93050727382	m.swiniarska@o2.pl	74118625	
Edmund	Dyrcz	93050847316	dyrcz@buziaczek.pl	32585666	
Polianna	Morawska	93052106787	morawska@gmail.com	50138013	
Grzymisław	Ramotowski	93052413115	ramotowski@onet.pl	28101136	
Miłowit	Kasperlik	93052852718	m.kasperlik@onet.pl	27547216	
Zenon	Wisowaty	93060474391	z.wisowaty@amorek.com.pl	89384128	
Agrypin	Andrzejewski	93060684954	andrzejewski@wp.pl	85910501	
Wirginiusz	Lewandowski	93060861492	lewandowski@gmail.com	57639226	
Izaura	Snopkiewicz	93061122149	i.snopkiewicz@gmail.com	37540381	
Irma	Smolar	93061414866	smolar@buziaczek.pl	33195026	
Tybita	Synal	93061568367	t.synal@onet.pl	75061304	
Ferdynand	Winnicki	93061788312	f.winnicki@buziaczek.pl	15564916	
Honoriusz	Pajor	93062051798	pajor@wp.pl	66423321	
Julianna	Grabarz	93062325206	j.grabarz@onet.pl	16189677	
Antonia	Partyka	93062777560	partyka@o2.pl	59255083	
Agrypin	Cichy	93070507056	a.cichy@onet.pl	82871044	
Felicjan	Zawadzki	93070724312	zawadzki1111@amorek.com.pl	18482794	
Czesław	Rubinowicz	93070924552	rubinowicz@gmail.com	67378008	
Anita	Świerczyńska	93070946529	a.swierczynska@buziaczek.pl	78667765	
Salomon	Jaskólski	93071358057	jaskolski1@buziaczek.pl	9599847	
Narcyz	Praga	93071715395	praga1@onet.pl	40343104	
Ksawera	Klimaszewska	93071836108	klimaszewska@gmail.com	12463728	
Tomiła	Kowalczyk	93072441503	kowalczyk@o2.pl	52304943	
Jasława	Różycka	93072521405	rozycka@gmail.com	96312254	
